inner_index,index,row_desc,row_id,eng,rus,LEN,RESTRICT,,
634,2446,PRODUCTION,ME_CED_00002,A UBISOFT CHENGDU & MONTREAL CO-PRODUCTION,A UBISOFT CHENGDU & MONTREAL CO-PRODUCTION,42,42,,
635,2449,POWERED,ME_CED_00003,POWERED BY ONYX GAME SOLUTION FROM UBISOFT QUEBEC,POWERED BY ONYX GAME SOLUTION FROM UBISOFT QUEBEC,49,49,,
636,2452,UBISOFT CHENGDU TEAM,ME_CED_00004,UBISOFT CHENGDU,UBISOFT CHENGDU,15,15,,
637,2455,PRODUCTION MANAGER,ME_CED_00005,PRODUCTION MANAGER,PRODUCTION MANAGER,18,18,,
638,2458,PROJECT MANAGER,ME_CED_00006,PROJECT COORDINATOR,PROJECT COORDINATOR,19,19,,
639,2461,DESIGN TEAM,ME_CED_00007,DESIGN,DESIGN,6,6,,
640,2464,LEVEL DESIGNERS,ME_CED_00008,LEVEL DESIGNERS,LEVEL DESIGNERS,15,15,,
641,2467,SOUND DESIGNERS,ME_CED_00009,SOUND DESIGNERS,SOUND DESIGNERS,15,15,,
642,2470,ART TEAM,ME_CED_00010,ART,ART,3,3,,
643,2473,ART PROJECT MANAGER,ME_CED_00011,ART PROJECT MANAGER,ART PROJECT MANAGER,19,19,,
644,2476,ARTISTS - UI,ME_CED_00012,UI ARTIST,UI ARTIST,9,9,,
645,2479,ARTISTS - ADDITIONAL,ME_CED_00013,ARTISTS,ARTISTS,7,7,,
646,2482,PROGRAMMING TEAM,ME_CED_00014,PROGRAMMING,PROGRAMMING,11,11,,
647,2485,LEAD PROGRAMMER,ME_CED_00015,ASSOCIATE LEAD PROGRAMMER,ASSOCIATE LEAD PROGRAMMER,25,25,,
648,2488,PROGRAMMERS,ME_CED_00016,PROGRAMMERS,PROGRAMMERS,11,11,,
649,2491,PROGRAMMERS - ADDITIONAL,ME_CED_00017,PROGRAMMERS - ADDITIONAL,PROGRAMMERS - ADDITIONAL,24,24,,
650,2494,QA TEAM,ME_CED_00018,QA TEAM,QA TEAM,7,7,,
651,2497,DATA MANAGERS,ME_CED_00019,DATA MANAGERS,DATA MANAGERS,13,13,,
652,2500,QA TESTERS,ME_CED_00020,QA TESTERS,QA TESTERS,10,10,,
653,2503,QC TEAM,ME_CED_00021,QC TEAM,QC TEAM,7,7,,
654,2506,LEAD TESTER,ME_CED_00022,LEAD TESTER,LEAD TESTER,11,11,,
655,2509,ASSOCIATE LEAD TESTER,ME_CED_00023,ASSOCIATE LEAD TESTER,ASSOCIATE LEAD TESTER,21,21,,
656,2512,QC TESTERS,ME_CED_00024,QC TESTERS,QC TESTERS,10,10,,
657,2515,SPECIAL THANKS,ME_CED_00025,SPECIAL THANKS,SPECIAL THANKS,14,14,,
658,2518,UBISOFT MONTREAL PRODUCTION TEAM,ME_CED_00026,UBISOFT MONTREAL,UBISOFT MONTREAL,16,16,,
659,2521,PRODUCER,ME_CED_00027,PRODUCER,PRODUCER,8,8,,
660,2524,GAME DESIGNERS,ME_CED_00028,GAME DESIGNERS,GAME DESIGNERS,14,14,,
661,2527,ART DIRECTOR,ME_CED_00029,ART DIRECTOR,ART DIRECTOR,12,12,,
662,2530,LEAD ARTIST,ME_CED_00030,LEAD ARTIST,LEAD ARTIST,11,11,,
663,2533,ANIMATORS,ME_CED_00031,ANIMATORS,ANIMATORS,9,9,,
664,2536,UBISOFT CHENGDU STUDIO,ME_CED_00032,UBISOFT CHENGDU,UBISOFT CHENGDU,15,15,,
665,2539,MANAGING DIRECTOR,ME_CED_00033,MANAGING DIRECTOR,MANAGING DIRECTOR,17,17,,
666,2542,STUDIO PRODUCER,ME_CED_00034,STUDIO PRODUCER,STUDIO PRODUCER,15,15,,
667,2545,DESIGN PRODUCTION MANAGER,ME_CED_00035,DESIGN PRODUCTION MANAGER,DESIGN PRODUCTION MANAGER,25,25,,
668,2548,ART PRODUCTION MANAGER,ME_CED_00036,ART PRODUCTION MANAGER,ART PRODUCTION MANAGER,22,22,,
669,2551,TECHNICAL PRODUCTION MANAGER,ME_CED_00037,TECHNICAL PRODUCTION MANAGER,TECHNICAL PRODUCTION MANAGER,28,28,,
670,2554,HUMAN RESOURCES MANAGER,ME_CED_00038,HUMAN RESOURCES MANAGER,HUMAN RESOURCES MANAGER,23,23,,
671,2557,FINANCE MANAGER,ME_CED_00039,FINANCE MANAGER,FINANCE MANAGER,15,15,,
672,2560,ADMINISTRATION MANAGER,ME_CED_00040,ADMINISTRATION MANAGER,ADMINISTRATION MANAGER,22,22,,
673,2563,IT SUPPORT,ME_CED_00041,IT SUPPORT,IT SUPPORT,10,10,,
674,2566,PLAYTEST,ME_CED_00042,PLAYTEST,PLAYTEST,8,8,,
675,2569,ONYX DEVELOPMENT TEAM,ME_CED_00043,ONYX TEAM,ONYX TEAM,9,9,,
676,2572,PIPELINE DIRECTOR,ME_CED_00044,PIPELINE DIRECTOR,PIPELINE DIRECTOR,17,17,,
677,2575,DEVELOPER COMMUNITY MANAGER,ME_CED_00045,DEVELOPER COMMUNITY MANAGER,DEVELOPER COMMUNITY MANAGER,27,27,,
678,2578,PRODUCTION TECHNICAL DIRECTOR,ME_CED_00046,PRODUCTION TECHNICAL DIRECTOR,PRODUCTION TECHNICAL DIRECTOR,29,29,,
679,2581,ARCHITECT,ME_CED_00047,ARCHITECT,ARCHITECT,9,9,,
680,2584,DEVELOPMENT PROJECT MANAGER,ME_CED_00048,DEVELOPMENT PROJECT MANAGER,DEVELOPMENT PROJECT MANAGER,27,27,,
681,2587,ENGINE PROGRAMMERS,ME_CED_00049,ENGINE PROGRAMMERS,ENGINE PROGRAMMERS,18,18,,
682,2590,LEAD TOOL PROGRAMMER,ME_CED_00050,LEAD TOOL PROGRAMMER,LEAD TOOL PROGRAMMER,20,20,,
683,2593,TOOL PROGRAMMERS,ME_CED_00051,TOOL PROGRAMMERS,TOOL PROGRAMMERS,16,16,,
684,2596,SERVICES,ME_CED_00052,SERVICES & QC MANAGER,SERVICES & QC MANAGER,21,21,,
685,2599,CONTROL QUALITY,ME_CED_00053,CONTROL QUALITY,CONTROL QUALITY,15,15,,
686,2602,DEMO ARTISTS,ME_CED_00054,DEMO ARTISTS,DEMO ARTISTS,12,12,,
687,2605,TECHNOLOGY GROUP,ME_CED_00055,TECHNOLOGY GROUP,TECHNOLOGY GROUP,16,16,,
688,2608,TECHNOLOGY GROUP DIRECTOR,ME_CED_00056,TECHNOLOGY GROUP DIRECTOR,TECHNOLOGY GROUP DIRECTOR,25,25,,
689,2611,TECHNOLOGY GROUP DEPUTY DIRECTOR,ME_CED_00057,TECHNOLOGY GROUP DEPUTY DIRECTOR,TECHNOLOGY GROUP DEPUTY DIRECTOR,32,32,,
690,2614,MIDDLEWARE MANAGEMENT TEAM,ME_CED_00058,MANAGEMENT TEAM,MANAGEMENT TEAM,15,15,,
691,2617,MIDDLEWARE PRODUCT MANAGER,ME_CED_00059,MIDDLEWARE PRODUCT MANAGER,MIDDLEWARE PRODUCT MANAGER,26,26,,
692,2620,MIDDLEWARE TEAM LEAD,ME_CED_00060,MIDDLEWARE ENGINEERING LEADS,MIDDLEWARE ENGINEERING LEADS,28,28,,
693,2623,ONLINE MANAGEMENT TEAM,ME_CED_00061,ONLINE MANAGEMENT TEAM,ONLINE MANAGEMENT TEAM,22,22,,
694,2626,ONLINE PRODUCT MANAGER,ME_CED_00062,ONLINE PRODUCT MANAGER,ONLINE PRODUCT MANAGER,22,22,,
695,2629,ONLINE TEAM LEAD,ME_CED_00063,ONLINE TEAM LEAD,ONLINE TEAM LEAD,16,16,,
696,2632,TOOLS MANAGEMENT TEAM,ME_CED_00064,TOOL MANAGEMENT TEAM,TOOL MANAGEMENT TEAM,20,20,,
697,2635,TOOLS PRODUCT MANAGER,ME_CED_00065,TOOLS PRODUCT MANAGER,TOOLS PRODUCT MANAGER,21,21,,
698,2638,TOOL TEAM LEAD,ME_CED_00066,TOOL TEAM LEAD,TOOL TEAM LEAD,14,14,,
699,2641,TECHNOLOGY GROUP ENGINEERING MANAGER,ME_CED_00067,TECHNOLOGY GROUP ENGINEERING MANAGER,TECHNOLOGY GROUP ENGINEERING MANAGER,36,36,,
700,2644,TECHNOLOGY GROUP COORDINATORS,ME_CED_00068,TECHNOLOGY GROUP COORDINATORS,TECHNOLOGY GROUP COORDINATORS,29,29,,
701,2647,TECHNOLOGY GROUP QA TEAM,ME_CED_00069,TECHNOLOGY GROUP QA TEAM,TECHNOLOGY GROUP QA TEAM,24,24,,
702,2650,QA MANAGER,ME_CED_00070,QA MANAGER,QA MANAGER,10,10,,
703,2653,TOOL TESTER,ME_CED_00071,TOOL TESTER,TOOL TESTER,11,11,,
704,2656,TECHNICAL WRITER,ME_CED_00072,TECHNICAL WRITER,TECHNICAL WRITER,16,16,,
705,2659,INTERFACE DESIGNER,ME_CED_00073,INTERFACE DESIGNER,INTERFACE DESIGNER,18,18,,
706,2662,DARE TEAM,ME_CED_00074,DARE TEAM,DARE TEAM,9,9,,
707,2665,DARE TEAM LEAD,ME_CED_00075,DARE TEAM LEAD,DARE TEAM LEAD,14,14,,
708,2668,ARCHITECTS,ME_CED_00076,ARCHITECTS,ARCHITECTS,10,10,,
709,2671,DARE PROGRAMMERS,ME_CED_00077,DARE PROGRAMMERS,DARE PROGRAMMERS,16,16,,
710,2674,DARESTUDIO TEAM LEAD,ME_CED_00078,DARESTUDIO TEAM LEAD,DARESTUDIO TEAM LEAD,20,20,,
711,2677,DARESTUDIO PROGRAMMERS,ME_CED_00079,DARESTUDIO PROGRAMMERS,DARESTUDIO PROGRAMMERS,22,22,,
712,2680,TOOL TESTERS,ME_CED_00080,TOOL TESTERS,TOOL TESTERS,12,12,,
713,2683,FIRE TEAM,ME_CED_00081,FIRE TEAM,FIRE TEAM,9,9,,
714,2686,FIRE PRODUCT MANAGER,ME_CED_00082,FIRE PRODUCT MANAGER,FIRE PRODUCT MANAGER,20,20,,
715,2689,TEAM LEAD,ME_CED_00083,TEAM LEAD,TEAM LEAD,9,9,,
716,2692,FIRE PROGRAMMERS,ME_CED_00084,FIRE PROGRAMMERS,FIRE PROGRAMMERS,16,16,,
717,2695,GEAR TEAM,ME_CED_00085,GEAR TEAM,GEAR TEAM,9,9,,
718,2698,GEAR PROGRAMMERS,ME_CED_00086,GEAR PROGRAMMERS,GEAR PROGRAMMERS,16,16,,
719,2701,OASIS TEAM,ME_CED_00087,OASIS TEAM,OASIS TEAM,10,10,,
720,2704,OASIS PROGRAMMERS,ME_CED_00088,OASIS PROGRAMMERS,OASIS PROGRAMMERS,17,17,,
721,2707,OASIS PRODUCT SPECIALIST,ME_CED_00089,OASIS PRODUCT SPECIALIST,OASIS PRODUCT SPECIALIST,24,24,,
722,2710,AUDIO DIRECTOR,ME_CED_00090,AUDIO DIRECTOR,AUDIO DIRECTOR,14,14,,
723,2713,ONLINE TEAM,ME_CED_00091,ONLINE TEAM,ONLINE TEAM,11,11,,
724,2716,GATOR TEAM LEAD,ME_CED_00092,GATOR TEAM LEAD,GATOR TEAM LEAD,15,15,,
725,2719,GATOR PROGRAMMERS,ME_CED_00093,GATOR PROGRAMMERS,GATOR PROGRAMMERS,17,17,,
726,2722,PUBLISHER UBISOFT ENTERTAINMENT,ME_CED_00094,PUBLISHER: UBISOFT ENTERTAINMENT,PUBLISHER: UBISOFT ENTERTAINMENT,32,32,,
727,2725,PRESIDENT AND CEO,ME_CED_00095,PRESIDENT AND CEO,PRESIDENT AND CEO,17,17,,
728,2728,EXECUTIVE DIRECTOR,ME_CED_00096,"EXECUTIVE DIRECTOR, WORLDWIDE STUDIOS","EXECUTIVE DIRECTOR, WORLDWIDE STUDIOS",37,37,,
729,2731,CHIEF CREATIVE OFFICER,ME_CED_00097,CHIEF CREATIVE OFFICER,CHIEF CREATIVE OFFICER,22,22,,
730,2734,WORLDWIDE CONTENT DIRECTOR,ME_CED_00098,WORLDWIDE CONTENT DIRECTOR,WORLDWIDE CONTENT DIRECTOR,26,26,,
731,2737,PRODUCTION CONTENT DIRECTOR,ME_CED_00099,PRODUCTION CONTENT DIRECTOR,PRODUCTION CONTENT DIRECTOR,27,27,,
732,2740,PRE-PRODUCTION MANAGER,ME_CED_00100,PRE-PRODUCTION MANAGER,PRE-PRODUCTION MANAGER,22,22,,
733,2743,CONCEPTION MANAGER,ME_CED_00101,CONCEPTION MANAGER,CONCEPTION MANAGER,18,18,,
734,2746,GAME CONTENT MANAGER,ME_CED_00102,GAME CONTENT MANAGER(S),GAME CONTENT MANAGER(S),23,23,,
735,2749,SCENARIO DIRECTOR,ME_CED_00103,SCENARIO DIRECTOR,SCENARIO DIRECTOR,17,17,,
736,2752,GAMEPLAY ENGINEERING,ME_CED_00104,GAMEPLAY ENGINEERING & ENTERTAINMENT ANALYSIS DIRECTOR,GAMEPLAY ENGINEERING & ENTERTAINMENT ANALYSIS DIRECTOR,54,54,,
737,2755,WORLDWIDE LIVE DEVELOPMENT DIRECTOR,ME_CED_00105,WORLDWIDE LIVE DEVELOPMENT DIRECTOR,WORLDWIDE LIVE DEVELOPMENT DIRECTOR,35,35,,
738,2758,LIVE DEVELOPMENT MANAGER,ME_CED_00106,LIVE DEVELOPMENT MANAGER,LIVE DEVELOPMENT MANAGER,24,24,,
739,2761,LIVE TECHNICAL DIRECTOR,ME_CED_00107,LIVE TECHNICAL DIRECTOR,LIVE TECHNICAL DIRECTOR,23,23,,
740,2764,PROCESS METHODS DIRECTOR,ME_CED_00108,PROCESS & METHODS DIRECTOR,PROCESS & METHODS DIRECTOR,26,26,,
741,2767,WORLDWIDE PRODUCTION COORDINATION DIRECTOR,ME_CED_00109,WORLDWIDE PRODUCTION COORDINATION DIRECTOR,WORLDWIDE PRODUCTION COORDINATION DIRECTOR,42,42,,
742,2770,SENIOR PRODUCTION COORDINATION MANAGER,ME_CED_00110,SENIOR PRODUCTION COORDINATION MANAGER,SENIOR PRODUCTION COORDINATION MANAGER,38,38,,
743,2773,PRODUCTION COORDINATION MANAGER,ME_CED_00111,PRODUCTION COORDINATION MANAGER(S),PRODUCTION COORDINATION MANAGER(S),34,34,,
744,2776,CERTIFICATION MANAGER,ME_CED_00112,CERTIFICATION MANAGER,CERTIFICATION MANAGER,21,21,,
745,2779,CERTIFICATION COORDINATOR - AGE RATING,ME_CED_00113,CERTIFICATION COORDINATOR - AGE RATING,CERTIFICATION COORDINATOR - AGE RATING,38,38,,
746,2782,EMEA CERTIFICATION SPECIALISTS,ME_CED_00114,EMEA CERTIFICATION SPECIALISTS,EMEA CERTIFICATION SPECIALISTS,30,30,,
747,2785,US DIRECTOR PRODUCTION PLANNING,ME_CED_00115,US DIRECTOR PRODUCTION PLANNING & CUSTOMER SUPPORT,US DIRECTOR PRODUCTION PLANNING & CUSTOMER SUPPORT,50,50,,
748,2788,US PRODUCTION SPECIALIST,ME_CED_00116,US PRODUCTION SPECIALIST,US PRODUCTION SPECIALIST,24,24,,
749,2791,US ESRB MANAGER,ME_CED_00117,US ESRB MANAGER,US ESRB MANAGER,15,15,,
750,2794,US ESRB COORDINATOR,ME_CED_00118,US ESRB COORDINATOR,US ESRB COORDINATOR,19,19,,
751,2797,STUDIOS OPERATIONS DIRECTOR,ME_CED_00119,STUDIOS OPERATIONS DIRECTOR,STUDIOS OPERATIONS DIRECTOR,27,27,,
752,2800,GAMES LAB MANAGER,ME_CED_00120,GAMES LAB MANAGER,GAMES LAB MANAGER,17,17,,
753,2803,GAME ANALYSTS,ME_CED_00121,GAME ANALYSTS,GAME ANALYSTS,13,13,,
754,2806,CHIEF MARKETING OFFICER,ME_CED_00122,CHIEF MARKETING OFFICER,CHIEF MARKETING OFFICER,23,23,,
755,2809,WORLDWIDE QC DIRECTOR,ME_CED_00123,WORLDWIDE QC DIRECTOR,WORLDWIDE QC DIRECTOR,21,21,,
756,2812,INTERNATIONAL BRAND STRATEGY DIRECTOR,ME_CED_00124,INTERNATIONAL BRAND STRATEGY DIRECTOR,INTERNATIONAL BRAND STRATEGY DIRECTOR,37,37,,
757,2815,INTERNATIONAL BRAND GROUP MANAGER,ME_CED_00125,INTERNATIONAL BRAND GROUP MANAGER,INTERNATIONAL BRAND GROUP MANAGER,33,33,,
758,2818,INTERNATIONAL BRAND MANAGER SR,ME_CED_00126,INTERNATIONAL BRAND MANAGER SR,INTERNATIONAL BRAND MANAGER SR,30,30,,
759,2821,INTERNATIONAL PRODUCT MANAGER SR,ME_CED_00127,INTERNATIONAL PRODUCT MANAGER SR,INTERNATIONAL PRODUCT MANAGER SR,32,32,,
760,2824,SR VICE PRESIDENT OF SALES,ME_CED_00128,"SR VICE PRESIDENT OF SALES AND MARKETING, NORTH AMERICA","SR VICE PRESIDENT OF SALES AND MARKETING, NORTH AMERICA",55,55,,
761,2827,DIRECTOR OF MARKETING,ME_CED_00129,DIRECTOR OF MARKETING,DIRECTOR OF MARKETING,21,21,,
762,2830,ASSOCIATE DIRECTOR,ME_CED_00130,"ASSOCIATE DIRECTOR, MARKETING","ASSOCIATE DIRECTOR, MARKETING",29,29,,
763,2833,US BRAND MANAGER SR,ME_CED_00131,US BRAND MANAGER SR,US BRAND MANAGER SR,19,19,,
764,2836,DIRECTOR OF PUBLIC RELATIONS,ME_CED_00132,DIRECTOR OF PUBLIC RELATIONS,DIRECTOR OF PUBLIC RELATIONS,28,28,,
765,2839,US PR MANAGER SR,ME_CED_00133,US PR MANAGER SR,US PR MANAGER SR,16,16,,
766,2842,US PR SPECIALIST,ME_CED_00134,US PR SPECIALIST,US PR SPECIALIST,16,16,,
767,2845,US DIGITAL MARKETING GROUP MANAGER,ME_CED_00135,US DIGITAL MARKETING GROUP MANAGER,US DIGITAL MARKETING GROUP MANAGER,34,34,,
768,2848,US DIGITAL MARKETING MANAGER,ME_CED_00136,US DIGITAL MARKETING MANAGER,US DIGITAL MARKETING MANAGER,28,28,,
769,2851,EMEA MARKETING DIRECTOR,ME_CED_00137,EMEA MARKETING DIRECTOR,EMEA MARKETING DIRECTOR,23,23,,
770,2854,EMEA MARKETING GROUP MANAGER,ME_CED_00138,EMEA MARKETING GROUP MANAGER,EMEA MARKETING GROUP MANAGER,28,28,,
771,2857,EMEA BRAND MANAGER,ME_CED_00139,EMEA BRAND MANAGER,EMEA BRAND MANAGER,18,18,,
772,2860,EMEA BRAND MANAGER ASSISTANT,ME_CED_00140,EMEA BRAND MANAGER ASSISTANT,EMEA BRAND MANAGER ASSISTANT,28,28,,
773,2863,EMEA PR DIRECTOR,ME_CED_00141,EMEA PR DIRECTOR,EMEA PR DIRECTOR,16,16,,
774,2866,EMEA PR SPECIALIST,ME_CED_00142,EMEA PR SPECIALIST,EMEA PR SPECIALIST,18,18,,
775,2869,EMEA DIGITAL MARKETING GROUP MANAGER,ME_CED_00143,EMEA DIGITAL MARKETING GROUP MANAGER,EMEA DIGITAL MARKETING GROUP MANAGER,36,36,,
776,2872,EMEA DIGITAL MARKETING MANAGER,ME_CED_00144,EMEA DIGITAL MARKETING MANAGER,EMEA DIGITAL MARKETING MANAGER,30,30,,
777,2875,UNIVERSAL PARTNERSHIPS AND LICENSING,ME_CED_00145,UNIVERSAL PARTNERSHIPS AND LICENSING,UNIVERSAL PARTNERSHIPS AND LICENSING,36,36,,
778,2878,VP,ME_CED_00146,"VP/GENERAL MANAGER, DIGITAL PLATFORMS","VP/GENERAL MANAGER, DIGITAL PLATFORMS",37,37,,
779,2881,SR MANAGER,ME_CED_00147,"SR. MANAGER, INTERACTIVE GAMES","SR. MANAGER, INTERACTIVE GAMES",30,30,,
780,2884,EXECUTIVE PRODUCER,ME_CED_00148,EXECUTIVE PRODUCER,EXECUTIVE PRODUCER,18,18,,
781,2887,VP BUSSINESS,ME_CED_00149,"VICE PRESIDENT, BUSINESS AND LEGAL AFFAIRS","VICE PRESIDENT, BUSINESS AND LEGAL AFFAIRS",42,42,,
782,2890,COORDINATOR MARKETING,ME_CED_00150,"COORDINATOR, MARKETING","COORDINATOR, MARKETING",22,22,,
783,2893,UNIVERSAL PICTURES,ME_CED_00151,UNIVERSAL PICTURES,UNIVERSAL PICTURES,18,18,,
784,2896,SVP BRAND MANAGEMENT,ME_CED_00152,"SVP, BRAND MANAGEMENT","SVP, BRAND MANAGEMENT",21,21,,
785,2899,DIRECTOR BRAND MANAGEMENT,ME_CED_00153,"DIRECTOR, BRAND MANAGEMENT","DIRECTOR, BRAND MANAGEMENT",26,26,,
786,2902,COORDINATOR BRAND MANAGEMENT,ME_CED_00154,"COORDINATOR, BRAND MANAGEMENT","COORDINATOR, BRAND MANAGEMENT",29,29,,
787,2905,PLAYTEST LAB,ME_CED_00155,PLAYTEST LAB,PLAYTEST LAB,12,12,,
788,2908,DIRECTOR PLAYTEST LAB,ME_CED_00156,"DIRECTOR, PLAYTEST LAB","DIRECTOR, PLAYTEST LAB",22,22,,
789,2911,PLAYTEST LAB TEAM LEAD,ME_CED_00157,PLAYTEST LAB TEAM LEAD,PLAYTEST LAB TEAM LEAD,22,22,,
790,2914,PLAYTEST COORDINATORS,ME_CED_00158,PLAYTEST COORDINATORS,PLAYTEST COORDINATORS,21,21,,
791,2917,OBSERVERS,ME_CED_00159,OBSERVERS,OBSERVERS,9,9,,
792,2920,PLAYTEST LAB ASSISTANT COORDINATION,ME_CED_00160,PLAYTEST LAB ASSISTANT COORDINATION,PLAYTEST LAB ASSISTANT COORDINATION,35,35,,
793,2414,ExtraGameModes_Result_TotalTime,ME_EGM_00022,TOTAL TIME:,ВСЕГО ВРЕМЯ:,11,12,,
794,2417,ExtraGameModes_Result_BossDefeated,ME_EGM_00023,BOSS DEFEATED:,ПОБЕЖДЕНО БОССОВ:,14,17,,
795,2423,ExtraGameModes_Result_Bonus,ME_EGM_00024,MONEY BONUS:,БОНУС МОНЕТАМИ:,12,15,,
796,1589,Menu_Settings_LeftStickDash,ME_SET_00012,LEFT STICK DASH,РЫВОК ЛЕВЫМ СТИКОМ,15,18,,
797,1598,Menu_Settings_Auto_block,ME_SET_00013,AUTO-BLOCK,АВТОБЛОК,10,8,,
798,1601,Menu_Settings_Quick_Tap,ME_SET_00014,QUICK TAP,БЫСТРОЕ НАЖАТИЕ,9,15,,
799,1604,Menu_Settings_Double_Tap,ME_SET_00015,DOUBLE-TAP,ДВОЙНОЕ НАЖАТИЕ,10,15,,
800,1869,Stage_Bassbattle_Fight,ME_STG_00040,BASS BATTLE: FIGHT!!,ЗАРУБА НА БАСУ: ЖГИ!,20,20,,
801,1872,Stage_Snowball_Fight,ME_STG_00041,SNOWBALL FIGHT!,СНЕЖКИ!,15,7,,
802,136,Menu_Howtoplay_Slide1_Subtitle_01,ME_HOW_00089,HEART POINTS,ЗДОРОВЬЕ,12,8,,
803,139,Menu_Howtoplay_Slide1_Subtitle_02,ME_HOW_00090,GUT POINTS,СТОЙКОСТЬ,10,9,,
804,142,Menu_Howtoplay_Slide1_Subtitle_03,ME_HOW_00091,MONEY,МОНЕТЫ,5,6,,
805,145,Menu_Howtoplay_Slide2_Subtitle_01,ME_HOW_00092,FAST ATTACKS AND STRONG ATTACKS,БЫСТРЫЕ И МОЩНЫЕ АТАКИ,31,22,,
806,148,Menu_Howtoplay_Slide2_Subtitle_02,ME_HOW_00093,DASH,РЫВОК,4,5,,
807,151,Menu_Howtoplay_Slide2_Subtitle_03,ME_HOW_00094,SIDESTEP,ОТСКОК,8,6,,
808,154,Menu_Howtoplay_Slide3_Subtitle_01,ME_HOW_00095,SUPER ATTACK,СУПЕРУДАР,12,9,,
809,157,Menu_Howtoplay_Slide3_Subtitle_02,ME_HOW_00096,KNIVES,НАЙВЗ,6,5,,
810,160,Menu_Howtoplay_Slide3_Subtitle_03,ME_HOW_00097,TAUNT,ИЗДЁВКА,5,7,,
811,163,Menu_Howtoplay_Slide3_Subtitle_04,ME_HOW_00098,IN THE ZONE,КОНЦЕНТРАЦИЯ,11,12,,
812,166,Menu_Howtoplay_Slide4_Subtitle_01,ME_HOW_00099,CHEER UP,ОБОДРИТЬ,8,8,,
813,169,Menu_Howtoplay_Slide4_Subtitle_02,ME_HOW_00100,LEND MONEY,ОДОЛЖИТЬ МОНЕТЫ,10,15,,
814,172,Menu_Howtoplay_Slide4_Subtitle_03,ME_HOW_00101,REANIMATE,ОЖИВИТЬ,9,7,,
815,175,Menu_Howtoplay_Slide4_Subtitle_04,ME_HOW_00102,SUPER COOP ATTACKS,СУПЕРУДАРЫ ВМЕСТЕ,18,17,,
816,178,Menu_Howtoplay_Slide4_Subtitle_05,ME_HOW_00103,LIFE TAKER,КРОВОПИЙЦА,10,10,,
817,181,Menu_Howtoplay_Slide5_Subtitle_01,ME_HOW_00104,EXPERIENCE POINTS,ОЧКИ ОПЫТА,17,10,,
818,184,Menu_Howtoplay_Slide5_Subtitle_02,ME_HOW_00105,LEVELS,РОСТ,6,4,,
819,187,Menu_Howtoplay_Slide6_Subtitle_01,ME_HOW_00106,SHOPPING,ПОКУПКИ,8,7,,
820,190,Menu_Howtoplay_Slide7_Subtitle_01,ME_HOW_00107,DEFENCE,ЗАЩИТА,7,6,,
821,193,Menu_Howtoplay_Slide7_Subtitle_02,ME_HOW_00108,SPEED,СКОРОСТЬ,5,8,,
822,196,Menu_Howtoplay_Slide7_Subtitle_03,ME_HOW_00109,WILLPOWER,РЕШИМОСТЬ,9,9,,
823,199,Menu_Howtoplay_Slide7_Subtitle_04,ME_HOW_00110,STRENGTH,МОЩЬ,8,4,,
824,202,Menu_Howtoplay_Slide8_Subtitle_01,ME_HOW_00111,PICK UP OBJECT,ПОДОБРАТЬ ПРЕДМЕТ,14,17,,
825,205,Menu_Howtoplay_Slide8_Subtitle_02,ME_HOW_00112,STRIKE WITH OBJECT,УДАР ПРЕДМЕТОМ,18,14,,
826,208,Menu_Howtoplay_Slide8_Subtitle_03,ME_HOW_00113,THROW OBJECT,БРОСИТЬ ПРЕДМЕТ,12,15,,
827,211,Menu_Howtoplay_Slide8_Subtitle_04,ME_HOW_00114,CATCH OBJECT,ПОЙМАТЬ ПРЕДМЕТ,12,15,,
828,214,Menu_Howtoplay_Slide9_Subtitle_01,ME_HOW_00115,SURVIVAL HORROR,ВЫЖИВАНИЕ,15,9,,
829,217,Menu_Howtoplay_Slide9_Subtitle_02,ME_HOW_00116,BOSS RUSH,ЗАРУБА,9,6,,
830,220,Menu_Howtoplay_Slide9_Subtitle_03,ME_HOW_00117,BATTLE ROYAL,КОРОЛЕВСКАЯ БИТВА,12,17,,
831,223,Menu_Howtoplay_Slide9_Subtitle_04,ME_HOW_00118,DODGE BALL,ВЫШИБАЛА,10,8,,
832,1305,AirRecovery,ME_MOV_00003,Air Recovery,Вскочить,12,8,,
833,1308,AirRecovery1,ME_MOV_00004,any button while falling,жми кнопку при падении,24,22,,
834,1320,BackAttack,ME_MOV_00005,Back Attack,Удар назад,11,10,,
835,1323,Counter,ME_MOV_00006,Counter:,Парирование:,8,12,,
836,1326,Counter1,ME_MOV_00007,tap,жми,3,3,,
837,1329,Counter2,ME_MOV_00008,when attacked,для защиты,13,10,,
838,1332,Double Attack,ME_MOV_00009,Double Attack,Двойной удар,13,12,,
839,1335,Dash Attack,ME_MOV_00010,Dash Attack,Удар в рывке,11,12,,
840,1338,Evade,ME_MOV_00011,Evade,Уклонение,5,9,,
841,1341,Evade1,ME_MOV_00012,while holding,пока держишь,13,12,,
842,1344,Fatal Step,ME_MOV_00013,Ground and pound,Вали-колоти,16,11,,
843,1347,Fatal Step1,ME_MOV_00014,near down enemy,рядом с лежачим,15,15,,
844,1350,Grand Slam,ME_MOV_00015,Grand Slam,Рубилово,10,8,,
845,1353,Grand Slam1,ME_MOV_00016,with object,с предметом,11,11,,
846,1356,Grapple Combo,ME_MOV_00017,Grapple Combo,Комбо с захватом,13,16,,
